Case,ME/C Case,DBF,Age From,Age To,City,County,State,Biological Sex,Race / Ethnicity,Date Modified
UP11112,ME/C Case S89-1382,3/7/1989,19,40,Bloomingdale,Chatham,Georgia,Female,"White / Caucasian, Hispanic / Latino",9/17/2024
UP9631,ME/C Case M89-02162,3/5/1989,20,35,New York,New York,New York,Female,"Black / African American, Hispanic / Latino",1/30/2024
UP2222,ME/C Case 89-209,3/4/1989,0,1,Dudley,Wayne,North Carolina,Unsure,Black / African American,6/6/2023
UP1595,ME/C Case 02890376,3/2/1989,35,55,Ridgefield,Bergen,New Jersey,Male,White / Caucasian,9/17/2024
UP17578,ME/C Case 890208344,2/16/1989,40,50,Savannah,Chatham,Georgia,Male,Uncertain,9/17/2024
UP86829,ME/C Case C1989-13291,2/15/1989,18,99,Henrico,Henrico,Virginia,Male,Uncertain,8/27/2024
UP14945,ME/C Case Q89-01150,2/13/1989,45,70,Queens,Queens,New York,Male,White / Caucasian,8/16/2024
UP9625,ME/C Case M89-01192,2/4/1989,30,55,New York,New York,New York,Male,Black / African American,8/20/2024
UP16505,ME/C Case 89-0633,2/3/1989,17,21,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,8/28/2024
UP9623,ME/C Case M89-01071,1/31/1989,35,55,New York,New York,New York,Male,Black / African American,1/30/2024
UP9316,ME/C Case K89-00916,1/31/1989,50,90,Brooklyn,Kings,New York,Male,White / Caucasian,8/15/2024
UP10138,ME/C Case B89-00583,1/30/1989,40,80,Bronx,Bronx,New York,Female,White / Caucasian,12/4/2024
UP9715,ME/C Case 08890272,1/29/1989,18,99,West Deptford,Gloucester,New Jersey,Female,Uncertain,9/17/2024
UP93434,ME/C Case W1989-60049,1/27/1989,40,60,,Patrick,Virginia,Male,White / Caucasian,7/8/2024
UP2087,ME/C Case M89-418,1/25/1989,39,69,Albany,Dougherty,Georgia,Male,Uncertain,9/17/2024
UP14088,ME/C Case B89-00454,1/22/1989,25,45,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",8/30/2023
UP9618,ME/C Case M89-00601,1/18/1989,30,55,New York,New York,New York,Male,Black / African American,8/20/2024
UP14087,ME/C Case B89-00344,1/17/1989,20,40,Bronx,Bronx,New York,Male,Hispanic / Latino,6/25/2024
UP9605,ME/C Case M89-00572,1/17/1989,60,80,New York,New York,New York,Male,Black / African American,1/30/2024
UP14078,ME/C Case B89-00139,1/8/1989,40,60,Bronx,Bronx,New York,Male,Black / African American,8/30/2023
UP9603,ME/C Case M89-00219,1/3/1989,50,65,New York,New York,New York,Male,Black / African American,1/30/2024
UP9121,ME/C Case K88-10601,12/26/1988,35,50,Brooklyn,Kings,New York,Male,White / Caucasian,1/24/2024
UP9122,ME/C Case K88-10493,12/24/1988,20,90,Brooklyn,Kings,New York,Male,Black / African American,1/24/2024
UP9119,ME/C Case K88-10487,12/24/1988,35,55,Brooklyn,Kings,New York,Male,"White / Caucasian, Hispanic / Latino",12/18/2023
UP9304,ME/C Case Q88-08008,12/13/1988,50,75,Queens,Queens,New York,Male,White / Caucasian,1/26/2024
UP9068,ME/C Case B88-06003,12/7/1988,25,50,Bronx,Bronx,New York,Male,"White / Caucasian, Black / African American",1/24/2024
UP9291,ME/C Case Q88-07797,12/4/1988,30,70,Queens,Queens,New York,Male,Black / African American,1/26/2024
UP6648,ME/C Case C1988-12954,11/30/1988,30,55,Sussex,Sussex,Virginia,Male,Black / African American,4/2/2024
UP2221,ME/C Case 88-974,11/26/1988,45,65,Angier,Johnston,North Carolina,Male,Black / African American,6/6/2023
UP702,ME/C Case 88-2191,11/18/1988,18,60,Atlanta,Fulton,Georgia,Male,White / Caucasian,9/17/2024
UP9118,ME/C Case K88-09308,11/14/1988,35,55,Brooklyn,Kings,New York,Male,Hispanic / Latino,1/24/2024
UP6507,ME/C Case C1988-13134,11/10/1988,35,45,Ruther Glen,Caroline,Virginia,Male,"White / Caucasian, Hispanic / Latino",11/21/2023
UP6301,ME/C Case C1988-13135,11/10/1988,17,25,Ruther Glen,Caroline,Virginia,Male,"White / Caucasian, Black / African American, Hispanic / Latino",5/21/2024
UP9117,ME/C Case K88-09208,11/10/1988,25,45,Brooklyn,Kings,New York,Female,Uncertain,8/15/2024
UP13032,ME/C Case 1988-8561,11/3/1988,25,45,New Marlborough,Berkshire,Massachusetts,Female,Black / African American,2/13/2024
UP56395,ME/C Case 88-5172,10/24/1988,20,30,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,10/7/2024
UP88565,ME/C Case B88-2028,10/24/1988,,,Charlotte,Mecklenburg,North Carolina,Male,Uncertain,5/17/2023
UP9066,ME/C Case B88-05201,10/23/1988,25,50,Bronx,Bronx,New York,Male,Black / African American,8/16/2024
UP9095,ME/C Case K88-08671,10/22/1988,40,60,Brooklyn,Kings,New York,Male,White / Caucasian,1/24/2024
UP119821,ME/C Case M88-09356,10/20/1988,20,40,New York,New York,New York,Male,"White / Caucasian, Asian, Other, Uncertain",7/11/2024
UP9094,ME/C Case K88-08614,10/20/1988,30,50,Brooklyn,Kings,New York,Male,White / Caucasian,1/24/2024
UP693,ME/C Case 88-1994,10/18/1988,18,99,Atlanta,Fulton,Georgia,Unsure,Uncertain,9/17/2024
UP9093,ME/C Case K88-08584,10/11/1988,55,75,Brooklyn,Kings,New York,Female,White / Caucasian,1/24/2024
UP12972,ME/C Case 1988-1019,10/6/1988,15,17,Dorchester,Suffolk,Massachusetts,Male,Black / African American,11/10/2023
UP12973,ME/C Case 1988-1018,10/6/1988,14,16,Dorchester,Suffolk,Massachusetts,Male,Black / African American,12/16/2024
UP9090,ME/C Case K88-08140,10/3/1988,35,50,Brooklyn,Kings,New York,Male,Hispanic / Latino,1/24/2024
UP9089,ME/C Case K88-08078,10/1/1988,25,35,Brooklyn,Kings,New York,Male,Black / African American,1/24/2024
UP2237,ME/C Case 88-776,9/22/1988,30,40,Lumberton,Robeson,North Carolina,Male,White / Caucasian,6/6/2023
UP9091,ME/C Case K88-07766,9/19/1988,30,40,Brooklyn,Kings,New York,Male,Black / African American,1/24/2024
UP9065,ME/C Case B88-04588,9/17/1988,20,50,Bronx,Bronx,New York,Male,Uncertain,4/11/2024
UP9081,ME/C Case K88-07530,9/11/1988,30,45,Brooklyn,Kings,New York,Male,Black / African American,12/4/2024
UP9064,ME/C Case B88-04491,9/11/1988,30,70,Bronx,Bronx,New York,Male,Black / African American,1/24/2024
UP17577,ME/C Case 880903549,9/7/1988,25,30,Savannah,Chatham,Georgia,Male,Black / African American,9/17/2024
UP1562,ME/C Case UT88-20F,8/30/1988,21,30,Knoxville,Knox,Tennessee,Male,White / Caucasian,12/13/2024
UP9063,ME/C Case B88-04194,8/24/1988,35,75,Bronx,Bronx,New York,Male,White / Caucasian,4/14/2023
UP2188,ME/C Case C88-2283,8/21/1988,54,99,Louvale,Stewart,Georgia,Male,Uncertain,9/17/2024
UP9061,ME/C Case B88-04061,8/16/1988,30,70,Bronx,Bronx,New York,Male,White / Caucasian,1/24/2024
UP6018,ME/C Case 89-0423,8/15/1988,30,50,Kingston,Ulster,New York,Male,White / Caucasian,11/7/2023
UP9060,ME/C Case B88-04014,8/15/1988,30,60,Bronx,Bronx,New York,Male,White / Caucasian,1/24/2024
UP9057,ME/C Case B88-03960,8/13/1988,40,65,Bronx,Bronx,New York,Male,Hispanic / Latino,4/14/2023
UP9056,ME/C Case B88-03828,8/6/1988,18,35,Bronx,Bronx,New York,Male,White / Caucasian,4/11/2024
UP9270,ME/C Case M88-06958,8/4/1988,45,90,New York,New York,New York,Male,White / Caucasian,1/26/2024
UP14790,ME/C Case 1988-6387,8/4/1988,25,45,,Essex,Massachusetts,Male,White / Caucasian,11/10/2023
UP9274,ME/C Case M88-06965,8/4/1988,20,70,New York,New York,New York,Male,Black / African American,1/26/2024
UP9269,ME/C Case M88-06941,8/3/1988,45,65,New York,New York,New York,Male,Black / African American,1/26/2024
UP9079,ME/C Case K88-06332,8/2/1988,25,40,Brooklyn,Kings,New York,Male,White / Caucasian,1/24/2024
UP2607,ME/C Case 88-01132,7/31/1988,14,23,Irondequoit,Monroe,New York,Female,White / Caucasian,2/12/2024
UP16362,ME/C Case 1988-00019,7/30/1988,,,Lynn,Essex,Massachusetts,Male,"White / Caucasian, Hispanic / Latino",2/7/2024
UP14583,ME/C Case 88-1893,7/24/1988,25,40,Woodlawn,Baltimore,Maryland,Male,Uncertain,9/4/2024
UP1763,ME/C Case 01880478,7/19/1988,27,39,Mullica Township,Atlantic,New Jersey,Female,Black / African American,9/17/2024
UP12357,ME/C Case 88-0715,7/15/1988,21,28,Union Twp.,Berks,Pennsylvania,Female,Black / African American,9/3/2024
UP9267,ME/C Case M88-06245,7/12/1988,30,50,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",11/5/2024
UP1461,ME/C Case 07881722,7/8/1988,45,55,Newark,Essex,New Jersey,Male,"White / Caucasian, Hispanic / Latino",9/17/2024
UP9251,ME/C Case M88-06146,7/8/1988,30,60,New York,New York,New York,Male,Black / African American,1/26/2024
UP122454,ME/C Case 88-3167,7/3/1988,18,30,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American,5/22/2024
UP9250,ME/C Case M88-05976,7/2/1988,45,75,New York,New York,New York,Male,Hispanic / Latino,1/26/2024
UP14230,ME/C Case 88-4051,6/26/1988,20,25,,Wayne,West Virginia,Male,White / Caucasian,9/4/2024
UP9245,ME/C Case M88-05742,6/24/1988,55,75,New York,New York,New York,Male,White / Caucasian,1/26/2024
UP9230,ME/C Case M88-05709,6/23/1988,35,55,New York,New York,New York,Male,Black / African American,1/25/2024
UP17535,ME/C Case 88061665,6/21/1988,60,70,Savannah,Chatham,Georgia,Female,Black / African American,9/17/2024
UP9054,ME/C Case B88-03039,6/20/1988,25,50,Bronx,Bronx,New York,Male,Black / African American,4/14/2023
UP9222,ME/C Case M88-05514,6/18/1988,25,45,New York,New York,New York,Male,White / Caucasian,8/16/2024
UP9220,ME/C Case M88-05472,6/17/1988,20,35,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",1/25/2024
UP9053,ME/C Case B88-02911,6/14/1988,20,50,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",4/14/2023
UP9219,ME/C Case M88-05340,6/13/1988,35,55,New York,New York,New York,Male,White / Caucasian,1/25/2024
UP700,ME/C Case 88-1118,6/10/1988,0,0,Atlanta,Fulton,Georgia,Male,Uncertain,9/17/2024
UP9218,ME/C Case M88-05218,6/8/1988,45,65,New York,New York,New York,Male,Black / African American,1/25/2024
UP1429,ME/C Case 07881464,6/7/1988,60,70,Newark,Essex,New Jersey,Male,Black / African American,9/17/2024
UP9217,ME/C Case M88-05133,6/6/1988,20,40,New York,New York,New York,Male,White / Caucasian,11/26/2024
UP9051,ME/C Case B88-02689,6/1/1988,40,80,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",1/24/2024
UP9211,ME/C Case M88-04935,5/30/1988,40,60,New York,New York,New York,Female,Black / African American,1/25/2024
UP9210,ME/C Case M88-04905,5/29/1988,40,60,New York,New York,New York,Male,Black / African American,1/25/2024
UP9207,ME/C Case M88-04732,5/23/1988,20,35,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",1/25/2024
UP9031,ME/C Case B88-02523,5/22/1988,30,50,Bronx,Bronx,New York,Male,White / Caucasian,1/24/2024
UP9030,ME/C Case B88-02501,5/21/1988,18,50,Bronx,Bronx,New York,Male,White / Caucasian,1/24/2024
UP9281,ME/C Case M88-04654,5/20/1988,25,60,New York,New York,New York,Male,White / Caucasian,8/16/2024
UP9202,ME/C Case M88-04636,5/20/1988,20,70,New York,New York,New York,Female,White / Caucasian,3/24/2021
UP9071,ME/C Case K88-04130,5/17/1988,30,60,Brooklyn,Kings,New York,Male,Uncertain,8/16/2024
UP9197,ME/C Case M88-04550,5/17/1988,60,80,New York,New York,New York,Male,Black / African American,1/25/2024
UP9182,ME/C Case M88-04488,5/16/1988,35,55,New York,New York,New York,Male,Black / African American,1/25/2024
UP9181,ME/C Case M88-04441,5/13/1988,20,99,New York,New York,New York,Male,Black / African American,1/25/2024
UP9028,ME/C Case B88-02353,5/11/1988,18,99,Bronx,Bronx,New York,Male,White / Caucasian,1/24/2024
UP8525,ME/C Case 88-112192,5/11/1988,24,34,Nashville,Davidson,Tennessee,Male,White / Caucasian,5/3/2023
UP697,ME/C Case 88-0929,5/9/1988,45,60,Atlanta,Fulton,Georgia,Male,Black / African American,9/17/2024
UP1683,ME/C Case 15880581,5/9/1988,37,47,Long Beach Island,Ocean,New Jersey,Male,White / Caucasian,9/17/2024
UP1673,ME/C Case 09880707,5/1/1988,25,30,Weehawken,Hudson,New Jersey,Male,White / Caucasian,9/17/2024
UP1594,ME/C Case 01880273,4/30/1988,0,0,Atlantic City,Atlantic,New Jersey,Male,Uncertain,9/17/2024
UP9180,ME/C Case M88-03940,4/27/1988,25,50,New York,New York,New York,Female,Uncertain,12/4/2024
UP9024,ME/C Case B88-01996,4/20/1988,20,60,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",12/4/2024
UP14163,ME/C Case 88-00595c,4/20/1988,50,50,,Monroe,New York,Male,Uncertain,9/30/2021
UP12468,ME/C Case 88-00595a,4/20/1988,40,40,Rochester,Monroe,New York,Female,Uncertain,9/30/2021
UP14162,ME/C Case 88-00595b,4/20/1988,40,40,Rochester,Monroe,New York,Female,Uncertain,9/30/2021
UP9173,ME/C Case M88-03435,4/11/1988,40,55,New York,New York,New York,Male,White / Caucasian,1/25/2024
UP1564,ME/C Case UT20-88D,4/8/1988,25,45,Bucksnort,Hickman,Tennessee,Male,White / Caucasian,8/11/2023
UP9017,ME/C Case B88-01747,4/6/1988,20,80,Bronx,Bronx,New York,Male,Uncertain,1/24/2024
UP9016,ME/C Case B88-01738,4/5/1988,20,80,Bronx,Bronx,New York,Male,Black / African American,1/24/2024
UP9161,ME/C Case M88-03269,4/5/1988,20,50,New York,New York,New York,Male,Black / African American,1/25/2024
UP9159,ME/C Case M88-03200,4/3/1988,30,99,New York,New York,New York,Male,White / Caucasian,4/10/2024
UP9155,ME/C Case M88-03176,4/3/1988,20,99,New York,New York,New York,Male,Black / African American,8/9/2024
UP9154,ME/C Case M88-03120,4/1/1988,50,80,New York,New York,New York,Female,White / Caucasian,1/25/2024
UP15436,ME/C Case 157419,3/27/1988,0,1,White Marsh,Baltimore,Maryland,Female,White / Caucasian,9/4/2024
UP1853,ME/C Case 114974,3/24/1988,40,60,Baltimore,Baltimore,Maryland,Male,White / Caucasian,9/4/2024
UP88561,ME/C Case B88-1670,3/21/1988,50,60,Charlotte,Mecklenburg,North Carolina,Male,Black / African American,5/17/2023
UP9153,ME/C Case M88-02630,3/17/1988,20,70,New York,New York,New York,Male,White / Caucasian,8/16/2024
UP17604,ME/C Case 880312000,3/16/1988,20,30,,Chatham,Georgia,Male,White / Caucasian,9/17/2024
UP16595,ME/C Case A2-528599,3/12/1988,55,65,,Cambria,Pennsylvania,Male,White / Caucasian,8/28/2024
UP9069,ME/C Case K88-02220,3/11/1988,40,60,Brooklyn,Kings,New York,Male,Black / African American,1/24/2024
UP14107,ME/C Case 1988-3243,3/9/1988,18,50,Newton,Middlesex,Massachusetts,Male,White / Caucasian,11/10/2023
UP6473,ME/C Case N1988-30584,3/8/1988,50,60,,Loudoun,Virginia,Male,White / Caucasian,10/7/2024
UP9014,ME/C Case B88-01187,3/5/1988,30,50,Bronx,Bronx,New York,Male,Black / African American,1/24/2024
UP9148,ME/C Case M88-02087,3/2/1988,17,99,New York,New York,New York,Male,Black / African American,1/25/2024
UP9012,ME/C Case B88-01040,2/26/1988,30,50,Bronx,Bronx,New York,Female,Black / African American,1/24/2024
UP9147,ME/C Case M88-01921,2/25/1988,30,50,New York,New York,New York,Male,White / Caucasian,1/25/2024
UP1442,ME/C Case 07880347,2/19/1988,35,50,Newark,Essex,New Jersey,Male,White / Caucasian,9/17/2024
UP1622,ME/C Case 07880429,2/12/1988,32,40,Irvington,Essex,New Jersey,Male,Black / African American,9/17/2024
UP8981,ME/C Case B88-00718,2/9/1988,20,45,Bronx,Bronx,New York,Male,Black / African American,10/28/2024
UP1443,ME/C Case 07880347,2/3/1988,30,39,Newark,Essex,New Jersey,Male,White / Caucasian,2/21/2023
UP1444,ME/C Case 03880089,1/31/1988,23,31,Burlington Cnty,Burlington,New Jersey,Male,White / Caucasian,11/4/2022
UP1566,ME/C Case UT04-88D,1/26/1988,17,29,Nashville,Davidson,Tennessee,Male,Black / African American,5/21/2020
UP9146,ME/C Case M88-00905,1/26/1988,30,50,New York,New York,New York,Male,White / Caucasian,12/5/2023
UP9144,ME/C Case M88-00717,1/19/1988,35,80,New York,New York,New York,Male,Black / African American,1/24/2024
UP1854,ME/C Case 114555,1/17/1988,60,80,Baltimore,Baltimore,Maryland,Male,White / Caucasian,9/4/2024
UP623,ME/C Case 88-0128,1/13/1988,30,40,Atlanta,Fulton,Georgia,Female,White / Caucasian,9/17/2024
UP9137,ME/C Case M88-00485,1/13/1988,50,70,New York,New York,New York,Male,Black / African American,1/24/2024
UP9134,ME/C Case M88-00381,1/11/1988,17,40,New York,New York,New York,Male,Uncertain,1/24/2024
UP9133,ME/C Case M88-00329,1/10/1988,30,45,New York,New York,New York,Male,Hispanic / Latino,1/24/2024
UP9132,ME/C Case M88-00251,1/7/1988,50,65,New York,New York,New York,Male,Black / African American,1/24/2024
UP2226,ME/C Case 88-16,1/6/1988,18,25,Grantham,Wayne,North Carolina,Male,White / Caucasian,5/17/2023
UP1857,ME/C Case 88-00040,1/3/1988,20,40,Seat Pleasant,Prince George's,Maryland,Female,Black / African American,10/28/2024
UP9126,ME/C Case M88-00062,1/2/1988,35,80,New York,New York,New York,Male,Black / African American,1/24/2024
UP17754,ME/C Case 88-00034,1/2/1988,0,0,Meriden,New Haven,Connecticut,Male,White / Caucasian,2/6/2024
UP1672,ME/C Case 09880023,1/2/1988,30,50,Secaucus,Hudson,New Jersey,Male,Black / African American,9/17/2024
UP11098,ME/C Case m88-3413,1/1/1988,1,99,,Worth,Georgia,Male,Black / African American,9/17/2024
UP9125,ME/C Case M88-00030,1/1/1988,55,75,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",1/24/2024
UP9607,ME/C Case 88-03,12/23/1987,39,41,Wallkill,Ulster,New York,Male,White / Caucasian,9/22/2021
UP8463,ME/C Case KHAW7518 /  87-822 / SJS-3010078,12/17/1987,13,17,Rye,Westchester,New York,Unsure,Black / African American,9/24/2024
UP16294,ME/C Case 87-11537,12/15/1987,20,30,Stratford,Fairfield,Connecticut,Male,Uncertain,2/6/2024
UP1483,ME/C Case 01870807,12/15/1987,40,49,Atlantic City,Atlantic,New Jersey,Male,Black / African American,9/17/2024
UP4699,ME/C Case 802350188,12/11/1987,24,29,Juno,Dawson,Georgia,Male,White / Caucasian,9/17/2024
UP113498,ME/C Case 87-2078,11/17/1987,20,40,Nashville,Davidson,Tennessee,Female,Black / African American,1/3/2024
UP113496,ME/C Case 87-2077,11/17/1987,20,40,Nashville,Davidson,Tennessee,Female,Black / African American,12/31/2023
UP6671,ME/C Case T1987-42175,11/14/1987,0,1,Portsmouth,Portsmouth,Virginia,Male,Uncertain,5/21/2024
UP16364,ME/C Case 1987-1103,10/31/1987,,,Boston,Suffolk,Massachusetts,Male,Black / African American,2/7/2024
UP16525,ME/C Case 87-49568 (CCC87-10-24),10/31/1987,40,60,Downingtown,Chester,Pennsylvania,Male,White / Caucasian,11/15/2024
UP4700,ME/C Case 501130188,10/29/1987,19,29,,Tattnall,Georgia,Male,White / Caucasian,9/17/2024
UP1858,ME/C Case 155554,10/28/1987,18,23,Hillcrest Heights,Prince George's,Maryland,Male,Black / African American,9/4/2024
UP15434,ME/C Case 155311,10/9/1987,0,1,Arbutus,Baltimore,Maryland,Male,Uncertain,9/4/2024
UP1860,ME/C Case 155231,10/2/1987,25,40,Millersville,Anne Arundel,Maryland,Unsure,Uncertain,9/4/2024
UP79088,ME/C Case B87-1971,9/21/1987,30,40,Charlotte,Mecklenburg,North Carolina,Male,"Black / African American, Other",1/19/2024
UP16990,ME/C Case 09871394/9432,9/15/1987,27,37,Jersey City,Hudson,New Jersey,Female,Uncertain,9/17/2024
UP10475,ME/C Case 01870578,9/6/1987,0,1,Atlantic City,Atlantic,New Jersey,Male,Black / African American,9/17/2024
UP6669,ME/C Case C1987-10463,8/19/1987,0,1,Mechanicsville,Hanover,Virginia,Female,White / Caucasian,5/21/2024
UP10476,ME/C Case 01870525,8/18/1987,0,1,Northfield,Atlantic,New Jersey,Female,Black / African American,9/17/2024
UP98827,ME/C Case 87-0811,8/13/1987,40,50,Decatur,DeKalb,Georgia,Male,Black / African American,5/8/2024
UP6514,ME/C Case C1987-10508,8/7/1987,35,99,Richmond,Richmond,Virginia,Male,Uncertain,7/1/2024
UP16529,ME/C Case J3-401962,8/7/1987,14,25,West Caln Township,Chester,Pennsylvania,Female,Uncertain,9/24/2024
UP1685,ME/C Case 01870480,8/5/1987,30,40,Atlantic City,Atlantic,New Jersey,Male,White / Caucasian,9/17/2024
UP16504,ME/C Case 87-3682,8/4/1987,20,40,Philadelphia,Philadelphia,Pennsylvania,Male,Uncertain,5/24/2023
UP10477,ME/C Case 01870471,8/3/1987,12,99,Atlantic City,Atlantic,New Jersey,Male,Uncertain,9/30/2021
UP89513,ME/C Case EC-1637,8/1/1987,0,1,Coinjock,Currituck,North Carolina,Female,White / Caucasian,5/17/2023
UP15514,ME/C Case M87-05933,7/12/1987,55,100,New York,New York,New York,Male,Black / African American,10/27/2023
UP5439,ME/C Case 113181,6/15/1987,24,30,Baltimore,Baltimore,Maryland,Female,White / Caucasian,9/4/2024
UP1568,ME/C Case UT03-88D,5/31/1987,40,55,,Davidson,Tennessee,Male,Black / African American,6/29/2021
UP1861,ME/C Case 153785,5/28/1987,20,30,Berlin,Worcester,Maryland,Male,White / Caucasian,9/4/2024
UP6248,ME/C Case W1987-45587,5/27/1987,20,40,,Rockbridge,Virginia,Male,White / Caucasian,11/21/2023
UP1862,ME/C Case 113060,5/25/1987,20,25,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP16044,ME/C Case 153420,4/27/1987,0,0,Gaithersburg,Montgomery,Maryland,Female,White / Caucasian,9/4/2024
UP5887,ME/C Case 87-4601,4/26/1987,40,50,Ocrackoke,Hyde,North Carolina,Male,White / Caucasian,11/11/2024
UP9087,ME/C Case 01870260,4/26/1987,20,30,Atlantic City,Atlantic,New Jersey,Male,"White / Caucasian, Hispanic / Latino",9/17/2024
